© 2000-2024 QIAGEN. All rights reserved.

ID	Symbol	Source	miRNA Confidence	Symbol	Pathway	
hsa-miR-143-3p	miR-143-3p (and other miRNAs w/seed GAGAUGA)	TargetScan Mouse,Ingenuity Expert Findings,TargetScan Human,miRecords	Experimentally Observed,High (predicted),Moderate (predicted)	KRAS	14-3-3-mediated Signaling,Actin Cytoskeleton Signaling,Actin Nucleation by ARP-WASP Complex,Activation of NMDA receptors and postsynaptic events,Acute Myeloid Leukemia Signaling,Acute Phase Response Signaling,Adrenomedullin signaling pathway,Agrin Interactions at Neuromuscular Junction,Aldosterone Signaling in Epithelial Cells,Angiopoietin Signaling,Antiproliferative Role of Somatostatin Receptor 2,Apelin Endothelial Signaling Pathway,Apoptosis Signaling,Autism Signaling Pathway,Axonal Guidance Signaling,B Cell Receptor Signaling,Beta-catenin independent WNT signaling,Bladder Cancer Signaling,BMP signaling pathway,Breast Cancer Regulation by Stathmin1,C-type lectin receptors (CLRs),Cancer Drug Resistance by Drug Efflux,Cardiac Hypertrophy Signaling,Cardiac Hypertrophy Signaling (Enhanced),CCR3 Signaling in Eosinophils,CDK5 Signaling,Cell surface interactions at the vascular wall,Cellular Effects of Sildenafil (Viagra),Ceramide Signaling,Chemokine Signaling,Cholecystokinin/Gastrin-mediated Signaling,Chronic Myeloid Leukemia Signaling,Circadian Rhythm Signaling,CLEAR Signaling Pathway,CNTF Signaling,Colorectal Cancer Metastasis Signaling,CREB Signaling in Neurons,CTLA4 Signaling in Cytotoxic T Lymphocytes,CXCR4 Signaling,DAP12 interactions,DHCR24 Signaling Pathway,Eicosanoid Signaling,EIF2 Signaling,Endocannabinoid Developing Neuron Pathway,Endometrial Cancer Signaling,Endothelin-1 Signaling,Ephrin Receptor Signaling,Epithelial Adherens Junction Signaling,ERB2-ERBB3 Signaling,ERBB Signaling,ERBB4 Signaling,ERK/MAPK Signaling,ERK5 Signaling,Erythropoietin Signaling Pathway,Estrogen Receptor Signaling,Estrogen-Dependent Breast Cancer Signaling,Extra-nuclear estrogen signaling,FAK Signaling,Fc epsilon receptor (FCERI) signaling,Fc Epsilon RI Signaling,FcγRIIB Signaling in B Lymphocytes,Ferroptosis Signaling Pathway,FLT3 Signaling,FLT3 Signaling in Hematopoietic Progenitor Cells,fMLP Signaling in Neutrophils,G Beta Gamma Signaling,G-Protein Coupled Receptor Signaling,Gap Junction Signaling,Gastrin-CREB signalling pathway via PKC and MAPK,GDNF Family Ligand-Receptor Interactions,Germ Cell-Sertoli Cell Junction Signaling,Glioblastoma Multiforme Signaling,Glioma Invasiveness Signaling,Glioma Signaling,Glucocorticoid Receptor Signaling,GM-CSF Signaling,GNRH Signaling,Gα12/13 Signaling,Gαi Signaling,Hepatic Fibrosis Signaling Pathway,HER-2 Signaling in Breast Cancer,Hereditary Breast Cancer Signaling,HGF Signaling,HIF1α Signaling,HMGB1 Signaling,Human Embryonic Stem Cell Pluripotency,ID1 Signaling Pathway,IGF-1 Signaling,IL-15 Signaling,IL-17 Signaling,IL-2 Signaling,IL-3 Signaling,IL-4 Signaling,IL-6 Signaling,IL-8 Signaling,Insulin Receptor Signaling,Integrin Signaling,ISGylation Signaling Pathway,JAK/STAT Signaling,LPS-stimulated MAPK Signaling,Macropinocytosis Signaling,Melanocyte Development and Pigmentation Signaling,Melanoma Signaling,MicroRNA Biogenesis Signaling Pathway,Molecular Mechanisms of Cancer,Mouse Embryonic Stem Cell Pluripotency,MSP-RON Signaling in Cancer Cells Pathway,MSP-RON Signaling in Macrophages Pathway,mTOR Signaling,Myelination Signaling Pathway,Natural Killer Cell Signaling,NCAM signaling for neurite out-growth,Neuregulin Signaling,Neurotrophin/TRK Signaling,NF-κB Activation by Viruses,NF-κB Signaling,NGF Signaling,Non-Small Cell Lung Cancer Signaling,NRF2-mediated Oxidative Stress Response,Oncostatin M Signaling,Opioid Signaling Pathway,Ovarian Cancer Signaling,Oxytocin in Brain Signaling Pathway,Oxytocin Signaling Pathway,P2Y Purinergic Receptor Signaling Pathway,p70S6K Signaling,PAK Signaling,Pancreatic Adenocarcinoma Signaling,Paxillin Signaling,PDGF Signaling,PEDF Signaling,Phagosome Formation,Phospholipase C Signaling,PI3K Signaling in B Lymphocytes,PI3K/AKT Signaling,PKCθ Signaling in T Lymphocytes,Polyamine Regulation in Colon Cancer,PPAR Signaling,PPARα/RXRα Activation,Prolactin Signaling,Prostate Cancer Signaling,PTEN Signaling,Pulmonary Fibrosis Idiopathic Signaling Pathway,Pulmonary Healing Signaling Pathway,RAC Signaling,RAF/MAP kinase cascade,RAS processing,Regulation of Cellular Mechanics by Calpain Protease,Regulation of eIF4 and p70S6K Signaling,Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes,Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway,Regulation of the Epithelial-Mesenchymal Transition Pathway,Renal Cell Carcinoma Signaling,Renin-Angiotensin Signaling,Ribonucleotide Reductase Signaling Pathway,Role of JAK1 and JAK3 in γc Cytokine Signaling,Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis,Role of MAPK Signaling in Promoting the Pathogenesis of Influenza,Role of MAPK Signaling in the Pathogenesis of Influenza,Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency,Role of NFAT in Cardiac Hypertrophy,Role of NFAT in Regulation of the Immune Response,Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway,Role of Tissue Factor in Cancer,SAPK/JNK Signaling,Senescence Pathway,Serotonin Receptor Signaling,Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced),Sertoli Cell-Sertoli Cell Junction Signaling,Signaling by CSF1 (M-CSF) in myeloid cells,Signaling by CSF3 (G-CSF),Signaling by EGFR,Signaling by ERBB2,Signaling by ERBB4,Signaling by Erythropoietin,Signaling by FGFR1,Signaling by FGFR2,Signaling by FGFR3,Signaling by FGFR4,Signaling by Insulin receptor,Signaling by MET,Signaling by NTRK1 (TRKA),Signaling by NTRK2 (TRKB),Signaling by NTRK3 (TRKC),Signaling by PDGF,Signaling by PTK6,Signaling by SCF-KIT,Signaling by the B Cell Receptor (BCR),Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),Signaling by VEGF,Sleep NREM Signaling Pathway,SPINK1 General Cancer Pathway,STAT3 Pathway,Synaptic Long Term Depression,Synaptic Long Term Potentiation,Synaptogenesis Signaling Pathway,Systemic Lupus Erythematosus in B Cell Signaling Pathway,Systemic Lupus Erythematosus in T Cell Signaling Pathway,Systemic Lupus Erythematosus Signaling,T Cell Exhaustion Signaling Pathway,T Cell Receptor Signaling,Telomerase Signaling,TGF-β Signaling,Thrombin Signaling,Thrombopoietin Signaling,Thyroid Cancer Signaling,Transcriptional regulation by RUNX3,Transcriptional Regulatory Network in Embryonic Stem Cells,Tumor Microenvironment Pathway,UVA-Induced MAPK Signaling,UVC-Induced MAPK Signaling,VEGF Family Ligand-Receptor Interactions,VEGF Signaling,Virus Entry via Endocytic Pathways,Wound Healing Signaling Pathway,Xenobiotic Metabolism General Signaling Pathway,Xenobiotic Metabolism Signaling,α-Adrenergic Signaling	
hsa-miR-143-3p	miR-143-3p (and other miRNAs w/seed GAGAUGA)	TargetScan Mouse,TarBase	Experimentally Observed,Moderate (predicted)	MAPK12	14-3-3-mediated Signaling,4-1BB Signaling in T Lymphocytes,ABRA Signaling Pathway,Activation of IRF by Cytosolic Pattern Recognition Receptors,Activin Inhibin Signaling Pathway,Acute Phase Response Signaling,Adrenomedullin signaling pathway,Agrin Interactions at Neuromuscular Junction,AMPK Signaling,Amyloid Processing,Antioxidant Action of Vitamin C,Apelin Adipocyte Signaling Pathway,Apelin Cardiomyocyte Signaling Pathway,Apelin Endothelial Signaling Pathway,Apelin Liver Signaling Pathway,Apelin Pancreas Signaling Pathway,April Mediated Signaling,ATM Signaling,Autophagy,B Cell Activating Factor Signaling,B Cell Receptor Signaling,BBSome Signaling Pathway,BEX2 Signaling Pathway,BMP signaling pathway,Cachexia Signaling Pathway,Cardiac Hypertrophy Signaling,Cardiac Hypertrophy Signaling (Enhanced),CCR3 Signaling in Eosinophils,CCR5 Signaling in Macrophages,CD27 Signaling in Lymphocytes,CD28 Signaling in T Helper Cells,CD40 Signaling,CDC42 Signaling,CDK5 Signaling,CDX Gastrointestinal Cancer Signaling Pathway,Cellular Effects of Sildenafil (Viagra),Chaperone Mediated Autophagy Signaling Pathway,Chemokine Signaling,Cholecystokinin/Gastrin-mediated Signaling,CLEAR Signaling Pathway,Colorectal Cancer Metastasis Signaling,Coronavirus Pathogenesis Pathway,Corticotropin Releasing Hormone Signaling,CTLA4 Signaling in Cytotoxic T Lymphocytes,CXCR4 Signaling,Dendritic Cell Maturation,Dilated Cardiomyopathy Signaling Pathway,EGF Signaling,Eicosanoid Signaling,Endocannabinoid Developing Neuron Pathway,Endocannabinoid Neuronal Synapse Pathway,Endothelin-1 Signaling,ERBB Signaling,Factors Promoting Cardiogenesis in Vertebrates,FAK Signaling,Fc epsilon receptor (FCERI) signaling,Fc Epsilon RI Signaling,FcγRIIB Signaling in B Lymphocytes,FGF Signaling,FLT3 Signaling in Hematopoietic Progenitor Cells,FXR/RXR Activation,G-Protein Coupled Receptor Signaling,GADD45 Signaling,Gap Junction Signaling,GDNF Family Ligand-Receptor Interactions,Germ Cell-Sertoli Cell Junction Signaling,Glucocorticoid Receptor Signaling,Glutaminergic Receptor Signaling Pathway (Enhanced),GNRH Signaling,Gα12/13 Signaling,Hematoma Resolution Signaling Pathway,Hepatic Cholestasis,Hepatic Fibrosis Signaling Pathway,HGF Signaling,Histone Modification Signaling Pathway,HMGB1 Signaling,ID1 Signaling Pathway,IL-1 Signaling,IL-10 Signaling,IL-12 Signaling and Production in Macrophages,IL-13 Signaling Pathway,IL-15 Signaling,IL-17 Signaling,IL-17A Signaling in Airway Cells,IL-17A Signaling in Fibroblasts,IL-17A Signaling in Gastric Cells,IL-22 Signaling,IL-27 Signaling Pathway,IL-33 Signaling Pathway,IL-4 Signaling,IL-6 Signaling,IL-7 Signaling Pathway,IL-8 Signaling,ILK Signaling,Induction of Apoptosis by HIV1,Inhibition of Angiogenesis by TSP1,Inhibition of ARE-Mediated mRNA Degradation Pathway,iNOS Signaling,Insulin Secretion Signaling Pathway,ISGylation Signaling Pathway,Leukocyte Extravasation Signaling,LPS-stimulated MAPK Signaling,Macrophage Alternative Activation Signaling Pathway,MAP kinase activation,MAPK targets/ Nuclear events mediated by MAP kinases,MicroRNA Biogenesis Signaling Pathway,MIF Regulation of Innate Immunity,Mitochondrial biogenesis,Mitochondrial Dysfunction,Molecular Mechanisms of Cancer,Mouse Embryonic Stem Cell Pluripotency,Multiple Sclerosis Signaling Pathway,Myogenesis,NAFLD Signaling Pathway,Natural Killer Cell Signaling,Netrin-1 signaling,Neuroinflammation Signaling Pathway,Neutrophil Extracellular Trap Signaling Pathway,NGF Signaling,NLR signaling pathways,NOD1/2 Signaling Pathway,Opioid Signaling Pathway,Orexin Signaling Pathway,OX40 Signaling Pathway,Oxidative Stress Induced Senescence,Oxytocin Signaling Pathway,p38 MAPK Signaling,PAK Signaling,Pancreatic Adenocarcinoma Signaling,Parkinson's Signaling Pathway,Pathogen Induced Cytokine Storm Signaling Pathway,Paxillin Signaling,PCP (Planar Cell Polarity) Pathway,PEDF Signaling,Phagosome Formation,Production of Nitric Oxide and Reactive Oxygen Species in Macrophages,Pulmonary Fibrosis Idiopathic Signaling Pathway,Pulmonary Healing Signaling Pathway,Pyroptosis Signaling Pathway,RAF/MAP kinase cascade,RANK Signaling in Osteoclasts,RAR Activation,Reelin Signaling in Neurons,Regulation of eIF4 and p70S6K Signaling,Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes,Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway,Renin-Angiotensin Signaling,Ribonucleotide Reductase Signaling Pathway,Role of Chondrocytes in Rheumatoid Arthritis Signaling Pathway,Role of IL-17A in Arthritis,Role of JAK family kinases in IL-6-type Cytokine Signaling,Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza,Role of MAPK Signaling in Promoting the Pathogenesis of Influenza,Role of MAPK Signaling in the Pathogenesis of Influenza,Role of NFAT in Cardiac Hypertrophy,Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis,Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway,Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses,Role of PKR in Interferon Induction and Antiviral Response,Role of Tissue Factor in Cancer,S100 Family Signaling Pathway,SAPK/JNK Signaling,Senescence Pathway,Serotonin Receptor Signaling,Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced),Sertoli Cell-Sertoli Cell Junction Signaling,Signaling by NTRK1 (TRKA),Signaling by Rho Family GTPases,Signaling by VEGF,Sirtuin Signaling Pathway,STAT3 Pathway,Sumoylation Pathway,T Cell Exhaustion Signaling Pathway,T Cell Receptor Signaling,TEC Kinase Signaling,TGF-β Signaling,Thrombin Signaling,Toll-like Receptor Signaling,Type I Diabetes Mellitus Signaling,Type II Diabetes Mellitus Signaling,UVA-Induced MAPK Signaling,UVB-Induced MAPK Signaling,UVC-Induced MAPK Signaling,White Adipose Tissue Browning Pathway,WNT/SHH Axonal Guidance Signaling Pathway,Wound Healing Signaling Pathway,Xenobiotic Metabolism General Signaling Pathway,Xenobiotic Metabolism Signaling	
hsa-miR-143-3p	miR-143-3p (and other miRNAs w/seed GAGAUGA)	TargetScan Mouse,Ingenuity Expert Findings,TarBase,TargetScan Human,miRecords	Experimentally Observed,Moderate (predicted)	MAPK7	Activin Inhibin Signaling Pathway,Adrenomedullin signaling pathway,Apelin Adipocyte Signaling Pathway,Apelin Cardiomyocyte Signaling Pathway,Cardiac Hypertrophy Signaling (Enhanced),CDK5 Signaling,Cellular Effects of Sildenafil (Viagra),Cholecystokinin/Gastrin-mediated Signaling,CLEAR Signaling Pathway,Endocannabinoid Developing Neuron Pathway,Endocannabinoid Neuronal Synapse Pathway,Endothelin-1 Signaling,ERK5 Signaling,FAK Signaling,G-Protein Coupled Receptor Signaling,Gap Junction Signaling,Gastrin-CREB signalling pathway via PKC and MAPK,GNRH Signaling,Gα12/13 Signaling,Inhibition of ARE-Mediated mRNA Degradation Pathway,MAPK targets/ Nuclear events mediated by MAP kinases,Mitochondrial Dysfunction,Neuroinflammation Signaling Pathway,NGF Signaling,NRF2-mediated Oxidative Stress Response,NUR77 Signaling in T Lymphocytes,Opioid Signaling Pathway,Oxytocin in Brain Signaling Pathway,Oxytocin Signaling Pathway,Pathogen Induced Cytokine Storm Signaling Pathway,Phagosome Formation,Pyridoxal 5'-phosphate Salvage Pathway,RET signaling,Role of Tissue Factor in Cancer,S100 Family Signaling Pathway,Salvage Pathways of Pyrimidine Ribonucleotides,Senescence Pathway,Senescence-Associated Secretory Phenotype (SASP),Signaling by NTRK1 (TRKA),Sirtuin Signaling Pathway,Xenobiotic Metabolism General Signaling Pathway,Xenobiotic Metabolism Signaling	
hsa-miR-143-3p	miR-143-3p (and other miRNAs w/seed GAGAUGA)	Ingenuity Expert Findings	Experimentally Observed	MDM2	Activin Inhibin Signaling Pathway,Aryl Hydrocarbon Receptor Signaling,ATM Signaling,BAG2 Signaling Pathway,Bladder Cancer Signaling,Cancer Drug Resistance by Drug Efflux,Cell Cycle Checkpoints,Cell Cycle: G1/S Checkpoint Regulation,Cell Cycle: G2/M DNA Damage Checkpoint Regulation,Chaperone Mediated Autophagy Signaling Pathway,Chronic Myeloid Leukemia Signaling,Circadian Rhythm Signaling,Clathrin-mediated Endocytosis Signaling,Deubiquitination,DHCR24 Signaling Pathway,DNA damage-induced 14-3-3σ Signaling,Erythropoietin Signaling Pathway,FAK Signaling,Glioblastoma Multiforme Signaling,Glioma Signaling,Glutamate binding, activation of AMPA receptors and synaptic plasticity,HER-2 Signaling in Breast Cancer,HEY1 Signaling Pathway,HIF1α Signaling,HOTAIR Regulatory Pathway,Hypoxia Signaling in the Cardiovascular System,ID1 Signaling Pathway,Melanoma Signaling,Mitochondrial Dysfunction,Molecular Mechanisms of Cancer,MYC Mediated Apoptosis Signaling,Necroptosis Signaling Pathway,Oncogene Induced Senescence,Oxidative Stress Induced Senescence,p53 Signaling,Pancreatic Adenocarcinoma Signaling,PI3K/AKT Signaling,PIP3 activates AKT signaling,Prostate Cancer Signaling,Protein Ubiquitination Pathway,Regulation of TP53 Activity through Methylation,Regulation of TP53 Activity through Phosphorylation,Regulation of TP53 Expression and Degradation,Role of p14/p19ARF in Tumor Suppression,Senescence Pathway,SUMOylation of transcription factors,SUMOylation of ubiquitinylation proteins,Sumoylation Pathway,TR/RXR Activation,Transcriptional Regulation by NPAS4,Transcriptional regulation by RUNX3,UFMylation Signaling Pathway,WNK Renal Signaling Pathway,WNT/β-catenin Signaling	
hsa-miR-143-3p	miR-143-3p (and other miRNAs w/seed GAGAUGA)	Ingenuity Expert Findings	Experimentally Observed	PLK1	BBSome Signaling Pathway,Cell Cycle Checkpoints,Cell Cycle: G2/M DNA Damage Checkpoint Regulation,Chronic Myeloid Leukemia Signaling,Cilium Assembly,Cohesin Chromatin Regulation Pathway,Kinetochore Metaphase Signaling Pathway,Mitotic G2-G2/M phases,Mitotic Metaphase and Anaphase,Mitotic Prometaphase,Mitotic Prophase,Mitotic Roles of Polo-Like Kinase,Mitotic Telophase/Cytokinesis,Pyridoxal 5'-phosphate Salvage Pathway,Regulation of mitotic cell cycle,RHO GTPases Activate Formins,Role of BRCA1 in DNA Damage Response,Role of CHK Proteins in Cell Cycle Checkpoint Control,Salvage Pathways of Pyrimidine Ribonucleotides	
hsa-miR-143-3p	miR-143-3p (and other miRNAs w/seed GAGAUGA)	Ingenuity Expert Findings	Experimentally Observed	PRC1	Mitotic Roles of Polo-Like Kinase,RHO GTPases activate CIT	
hsa-miR-143-3p	miR-143-3p (and other miRNAs w/seed GAGAUGA)	Ingenuity Expert Findings	Experimentally Observed	TOP2A	Cell Cycle Control of Chromosomal Replication,Cell Cycle: G2/M DNA Damage Checkpoint Regulation,Mitotic G1 phase and G1/S transition,NER (Nucleotide Excision Repair, Enhanced Pathway),SUMOylation of DNA replication proteins	
hsa-miR-146a-5p	miR-146a-5p (and other miRNAs w/seed GAGAACU)	Ingenuity Expert Findings	Experimentally Observed	ARID1A	AMPK Signaling,Glucocorticoid Receptor Signaling,RAR Activation,Ribonucleotide Reductase Signaling Pathway,Role of BRCA1 in DNA Damage Response,Transcriptional regulation by RUNX1	
hsa-miR-146a-5p	miR-146a-5p (and other miRNAs w/seed GAGAACU)	miRecords	Experimentally Observed	ATOH8	 	
hsa-miR-146a-5p	miR-146a-5p (and other miRNAs w/seed GAGAACU)	miRecords	Experimentally Observed	BLMH	Class I MHC mediated antigen processing and presentation	
hsa-miR-146a-5p	miR-146a-5p (and other miRNAs w/seed GAGAACU)	miRecords	Experimentally Observed	BRCA1	ATM Signaling,Cell Cycle Checkpoints,Cell Cycle: G2/M DNA Damage Checkpoint Regulation,Deubiquitination,DNA damage-induced 14-3-3σ Signaling,DNA Double Strand Break Response,DNA Double-Strand Break Repair by Homologous Recombination,Endocannabinoid Developing Neuron Pathway,GADD45 Signaling,Glucocorticoid Receptor Signaling,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),Hereditary Breast Cancer Signaling,KEAP1-NFE2L2 pathway,Meiotic recombination,Meiotic synapsis,MicroRNA Biogenesis Signaling Pathway,Molecular Mechanisms of Cancer,Neddylation,Nonhomologous End-Joining (NHEJ),Ovarian Cancer Signaling,p53 Signaling,Protein Ubiquitination Pathway,Regulation of the Epithelial Mesenchymal Transition in Development Pathway,Regulation of TP53 Activity through Phosphorylation,Role of BRCA1 in DNA Damage Response,Role of CHK Proteins in Cell Cycle Checkpoint Control,Role of OCT4 in Mammalian Embryonic Stem Cell Pluripotency,SUMOylation of DNA damage response and repair proteins,TP53 Regulates Transcription of DNA Repair Genes,Transcriptional Regulation by E2F6,WNK Renal Signaling Pathway	
hsa-miR-146a-5p	miR-146a-5p (and other miRNAs w/seed GAGAACU)	Ingenuity Expert Findings	Experimentally Observed	C8A	Complement cascade,Complement System,Hematoma Resolution Signaling Pathway,Multiple Sclerosis Signaling Pathway,Systemic Lupus Erythematosus Signaling	
hsa-miR-146a-5p	miR-146a-5p (and other miRNAs w/seed GAGAACU)	Ingenuity Expert Findings	Experimentally Observed	CAMP	Antimicrobial peptides,Neutrophil degranulation,Neutrophil Extracellular Trap Signaling Pathway,VDR/RXR Activation,White Adipose Tissue Browning Pathway	
hsa-miR-146a-5p	miR-146a-5p (and other miRNAs w/seed GAGAACU)	miRecords	Experimentally Observed	CCL8	Agranulocyte Adhesion and Diapedesis,Granulocyte Adhesion and Diapedesis,IL-17A Signaling in Fibroblasts,Pathogen Induced Cytokine Storm Signaling Pathway	
hsa-miR-146a-5p	miR-146a-5p (and other miRNAs w/seed GAGAACU)	miRecords	Experimentally Observed	CCNA2	AMPK Signaling,Antiproliferative Role of TOB in T Cell Signaling,Aryl Hydrocarbon Receptor Signaling,Cell Cycle Checkpoints,Cyclins and Cell Cycle Regulation,Deubiquitination,DNA Damage/Telomere Stress Induced Senescence,eNOS Signaling,Estrogen-mediated S-phase Entry,Folate Signaling Pathway,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),Mitotic G1 phase and G1/S transition,Mitotic G2-G2/M phases,Regulation of Cellular Mechanics by Calpain Protease,Regulation of mitotic cell cycle,Regulation of TP53 Activity through Phosphorylation,Regulation of TP53 Expression and Degradation,S Phase,Senescence-Associated Secretory Phenotype (SASP),Synthesis of DNA,Telomere Maintenance,TP53 Regulates Transcription of Cell Cycle Genes,TR/RXR Activation	
hsa-miR-146a-5p	miR-146a-5p (and other miRNAs w/seed GAGAACU)	Ingenuity Expert Findings	Experimentally Observed	CCR3	Agranulocyte Adhesion and Diapedesis,Atherosclerosis Signaling,BBSome Signaling Pathway,Breast Cancer Regulation by Stathmin1,CCR3 Signaling in Eosinophils,Cellular Effects of Sildenafil (Viagra),Chemokine Signaling,Class A/1 (Rhodopsin-like receptors),CREB Signaling in Neurons,FAK Signaling,G alpha (i) signalling events,G-Protein Coupled Receptor Signaling,Granulocyte Adhesion and Diapedesis,Molecular Mechanisms of Cancer,Pathogen Induced Cytokine Storm Signaling Pathway,Phagosome Formation,S100 Family Signaling Pathway,Th1 and Th2 Activation Pathway,Th2 Pathway	
hsa-miR-146a-5p	miR-146a-5p (and other miRNAs w/seed GAGAACU)	Ingenuity Expert Findings	Experimentally Observed	CD1D	Dendritic Cell Maturation,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,Lipid Antigen Presentation by CD1	
hsa-miR-146a-5p	miR-146a-5p (and other miRNAs w/seed GAGAACU)	Ingenuity Expert Findings	Experimentally Observed	CD40	Activation of IRF by Cytosolic Pattern Recognition Receptors,Allograft Rejection Signaling,Altered T Cell and B Cell Signaling in Rheumatoid Arthritis,Atherosclerosis Signaling,Autoimmune Thyroid Disease Signaling,B Cell Development,CD40 Signaling,Communication between Innate and Adaptive Immune Cells,Crosstalk between Dendritic Cells and Natural Killer Cells,Dendritic Cell Maturation,Hepatic Fibrosis / Hepatic Stellate Cell Activation,Hepatic Fibrosis Signaling Pathway,ICOS-ICOSL Signaling in T Helper Cells,IL-12 Signaling and Production in Macrophages,IL-27 Signaling Pathway,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,Macrophage Classical Activation Signaling Pathway,Neuroinflammation Signaling Pathway,NF-κB Signaling,NFKBIE Signaling Pathway,PI3K Signaling in B Lymphocytes,Primary Immunodeficiency Signaling,Systemic Lupus Erythematosus in B Cell Signaling Pathway,Systemic Lupus Erythematosus Signaling,T Helper Cell Differentiation,Th1 and Th2 Activation Pathway,Th1 Pathway,Th2 Pathway,TNFR2 non-canonical NF-kB pathway,TREM1 Signaling	
hsa-miR-146a-5p	miR-146a-5p (and other miRNAs w/seed GAGAACU)	TargetScan Human,miRecords	Experimentally Observed,Moderate (predicted)	CDKN3	Protein Kinase A Signaling	
hsa-miR-146a-5p	miR-146a-5p (and other miRNAs w/seed GAGAACU)	Ingenuity Expert Findings,TargetScan Human,miRecords	Experimentally Observed,High (predicted)	CFH	Adrenomedullin signaling pathway,Complement cascade,Complement System	
